cid,id,S,F,SF,T,R,DD,tS,band,fails,grade,universe,neutralization,decay,truncation,delay,submitted,expr,maxcorr,nearest
w102_a,A108gEJw,3.5,2.03,5.53,0.4745,0.1592,0.0394,3.71,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(news_short_interest, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.987,0mR2K6lr
w102_f,gJQVm9KQ,3.5,2.03,5.53,0.4745,0.1592,0.0393,3.72,A,,GOOD,TOP3000,SUBINDUSTRY,0,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(news_short_interest, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.987,0mR2K6lr
w102_d,O0rXnEa1,3.5,2.02,5.52,0.4803,0.1593,0.0394,3.75,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(news_short_interest, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9871,0mR2K6lr
w121_f,j23759X5,2.4,1.73,4.13,0.194,0.101,0.0355,1.53,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_eaz2lrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_eaz2lrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))",0.9871,kqVp6wnO
w120_r,MP1rjMj9,2.53,1.83,4.36,0.2089,0.1097,0.0417,2.08,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))",0.9876,kqVp6wnO
d1_d0_grev_xo_vol,xAYjommJ,2.44,2.11,4.55,0.0704,0.0932,0.0437,2.49,C,,GOOD,TOP3000,SUBINDUSTRY,40,0.08,0,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.9877,0mRwgR6k
w49_a,om6RgVnE,2.62,2.63,5.25,0.1258,0.1271,0.0315,2.92,B,,EXCELLENT,TOP3000,SUBINDUSTRY,20,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9883,rK59235m
w57_e,2rO9mVR5,3.09,2.11,5.2,0.3696,0.1723,0.0337,3.14,B,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 44), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 46), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9883,mLgd6nwX
y8_rev1_d30,1YxwPYoX,2.37,1.99,4.36,0.0869,0.0885,0.0398,2.18,C,,GOOD,TOP3000,SUBINDUSTRY,30,0.08,1,N,"group_rank(-ts_delta(close, 1), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.9883,0mRwgR6k
w121_i,Jjx9VOze,2.48,1.77,4.25,0.2079,0.1054,0.0384,1.99,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=3))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))",0.9883,kqVp6wnO
w92_a,akL8wRoR,2.45,2.16,4.61,0.1316,0.1025,0.0346,2.14,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))",0.9892,6Xr2eQaJ
w39_e,mLgK0NVp,2.44,2.13,4.57,0.0828,0.0957,0.036,1.41,C,,EXCELLENT,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 90))",0.9898,LL98E87L
w39_g,d5O9z2qx,2.37,2.08,4.45,0.0815,0.0962,0.0377,1.59,C,,EXCELLENT,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 4), subindustry) + rank(volume/ts_mean(volume, 60))",0.9898,LL98E87L
w57_b,O0rR8WGv,3.12,2.14,5.26,0.37,0.1744,0.0321,3.15,B,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.99,mLgd6nwX
w57_g,vRkZOKWd,3.12,2.14,5.26,0.37,0.1744,0.0321,3.15,B,,GOOD,TOP3000,SUBINDUSTRY,3,0.1,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.99,mLgd6nwX
w94_d,akL8gY01,3.28,2.41,5.69,0.2838,0.1533,0.035,3.29,A,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9903,e79PvPpE
w95_c,kqVMYO86,3.28,2.41,5.69,0.2838,0.1533,0.035,3.29,A,,GOOD,TOP3000,SUBINDUSTRY,2,0.03,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9903,e79PvPpE
w95_e,d5O6PMAJ,3.28,2.39,5.67,0.2876,0.1531,0.0356,3.31,A,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9903,e79PvPpE
w57_h,JjxoPMKl,3.14,2.16,5.3,0.3705,0.1751,0.0329,3.16,B,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 44), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9903,mLgd6nwX
w100_e,LL9YOo8a,3.36,2.19,5.55,0.3648,0.155,0.0324,3.52,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"trade_when(abs(ts_delta(close, 5)) > 0.3 * ts_std_dev(close, 20), group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)",0.9907,0mR2K6lr
w60_g,rK597g61,2.71,1.73,4.44,0.3715,0.1519,0.0446,3.06,C,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9914,le8EMjoN
w39_d,qMW5YOWE,2.29,1.92,4.21,0.0844,0.0883,0.0363,1.65,C,,GOOD,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 40))",0.9916,LL98E87L
w82_d,zqYL9ZJd,2.47,1.85,4.32,0.2023,0.1139,0.0303,1.85,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, bucket(rank(volume), range=""0,1,0.33"")) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9926,E5vx6NJP
l02_revt_amb_rev3,xAYjOgRW,2.14,1.94,4.08,0.1322,0.1086,0.0619,1.89,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_mfma2_revt/assets, subindustry) + group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + rank(-ts_delta(close, 3))",0.9929,YP57jVzo
y3_t010,6Xrl0ZlL,2.39,2.07,4.46,0.0853,0.0934,0.0416,2.32,C,,EXCELLENT,TOP3000,SUBINDUSTRY,30,0.1,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.9934,0mRwgR6k
y4_t006,E5vlzNPJ,2.39,2.07,4.46,0.0853,0.0934,0.0416,2.32,C,,EXCELLENT,TOP3000,SUBINDUSTRY,30,0.06,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.9934,0mRwgR6k
x7_s8_d30,Jjx7z0w2,2.39,2.06,4.45,0.0853,0.0933,0.0416,2.32,C,,EXCELLENT,TOP3000,SUBINDUSTRY,30,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.9934,0mRwgR6k
l01_revt_amb60,Grdl1PeQ,2.13,1.9,4.03,0.1341,0.1066,0.0602,2.27,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_mfma2_revt/assets, subindustry) + group_rank(-ts_mean(abs(returns)/volume, 60), subindustry) + rank(-ts_delta(close, 2))",0.9937,YP57jVzo
w50_a,ZY0gKO9j,2.66,2.63,5.29,0.1328,0.1295,0.0305,2.98,B,,EXCELLENT,TOP3000,SUBINDUSTRY,18,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9939,rK59235m
w50_h,j23o69dk,2.66,2.63,5.29,0.1328,0.1295,0.0305,2.98,B,,EXCELLENT,TOP3000,SUBINDUSTRY,18,0.1,0,N,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9939,rK59235m
w94_e,xAYoEXvm,3.01,2.88,5.89,0.1524,0.1393,0.0329,2.53,A,,EXCELLENT,TOP3000,SUBINDUSTRY,6,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9944,e79PvPpE
w38_e,xAYl2K6b,2.48,2.19,4.67,0.0925,0.0972,0.0367,1.77,C,,EXCELLENT,TOP3000,SUBINDUSTRY,30,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9944,LL98E87L
w97_c,xAYpO9qn,3.46,2.14,5.6,0.4226,0.1622,0.0303,3.54,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"quantile(group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), driver=""gaussian"")",0.9945,0mR2K6lr
w34_o,wpY9V9vY,2.87,2.25,5.12,0.2095,0.1284,0.0286,2.1,B,,EXCELLENT,TOP3000,SUBINDUSTRY,8,0.02,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9947,O0rZ90n1
a1_o3_d40,P0Z7Kj0x,2.27,1.9,4.17,0.0619,0.0878,0.0408,2.29,C,,GOOD,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 3)) + rank(volume/ts_mean(volume, 60))",0.9947,0mRwgR6k
w96_b,A108RmPW,3.45,2.14,5.59,0.4186,0.1608,0.0316,3.66,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9952,0mR2K6lr
w95_a,E5vM2QN1,3.45,2.16,5.61,0.4119,0.1608,0.0313,3.62,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9955,0mR2K6lr
w96_a,6XrLnJq5,3.45,2.16,5.61,0.4119,0.1608,0.0312,3.63,A,,GOOD,TOP3000,SUBINDUSTRY,0,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9955,0mR2K6lr
w96_i,blR1lQEN,3.45,2.16,5.61,0.4119,0.1608,0.0313,3.62,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.05,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9955,0mR2K6lr
w97_b,vRkXww9G,3.45,2.16,5.61,0.4119,0.1608,0.0313,3.62,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_neutralize(group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), subindustry)",0.9955,0mR2K6lr
w97_g,E5vPOze9,3.45,2.16,5.61,0.4119,0.1608,0.0313,3.62,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"normalize(scale(group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))))",0.9955,0mR2K6lr
w39_f,58QGA2QJ,2.4,2.1,4.5,0.0825,0.0953,0.0373,1.64,C,,EXCELLENT,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))",0.9958,LL98E87L
w121_g,3q9NME20,2.53,1.9,4.43,0.1966,0.1112,0.042,1.99,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + 0.5*group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))",0.9968,kqVp6wnO
w86_h,RRVv7mXj,2.19,1.89,4.08,0.1017,0.0927,0.0382,1.57,C,,GOOD,TOP3000,SUBINDUSTRY,6,0.08,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))",0.9971,6Xr2eQaJ
w95_b,WjPRxY7x,3.2,2.6,5.8,0.226,0.1489,0.0341,2.97,A,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9978,e79PvPpE
w48_i,A10e7Zag,2.23,1.96,4.19,0.1416,0.1089,0.0392,2.49,C,,GOOD,TOP3000,SUBINDUSTRY,21,0.15,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9978,e791WzbO
w50_b,YP58geov,2.69,2.59,5.28,0.1416,0.1316,0.0302,3.03,B,,GOOD,TOP3000,SUBINDUSTRY,16,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9981,rK59235m
z1_cfevcashxo,vRkj6JqA,2.42,2.29,4.71,0.0987,0.1118,0.0369,1.96,C,,GOOD,TOP3000,SUBINDUSTRY,6,0.08,0,N,"group_rank(ts_av_diff(cashflow_op/enterprise_value,60),subindustry) + group_rank(ts_av_diff(cash/assets,30),subindustry) + group_rank(fnd6_xopr/assets,subindustry)",0.9981,ZY07MXgd
w97_f,vRkXwvNA,3.07,2.81,5.88,0.1689,0.142,0.033,2.62,A,,EXCELLENT,TOP3000,SUBINDUSTRY,1,0.08,0,N,"ts_decay_linear(group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), 5)",0.9983,e79PvPpE
y1_d35,d5Ojz1kK,2.36,2.02,4.38,0.0768,0.0916,0.0413,2.33,C,,EXCELLENT,TOP3000,SUBINDUSTRY,35,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.9986,0mRwgR6k
w57_c,ZY0gAMW8,3.15,1.94,5.09,0.4698,0.1784,0.0316,3.19,B,,AVERAGE,TOP3000,SUBINDUSTRY,2,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9989,mLgd6nwX
w94_c,N1QG2wgq,3.12,2.7,5.82,0.1937,0.1451,0.0342,2.75,A,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9999,e79PvPpE
