cid,id,S,F,SF,T,R,DD,tS,band,fails,grade,universe,neutralization,decay,truncation,delay,submitted,expr,maxcorr,nearest
w118_g,E5vj5YdL,2.73,2.22,4.95,0.1897,0.1255,0.0403,2.38,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(volume, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(volume, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(volume, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(volume, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(volume, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(volume, 250)), range=""0.1, 1, 0.1""))",0.9465,kqVp6wnO
w49_c,pwPxKKk3,2.52,2.48,5.0,0.1268,0.1226,0.0301,2.65,B,,GOOD,TOP3000,SUBINDUSTRY,20,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))",0.948,rK59235m
w78_b,KPOZV9Gz,2.62,2.03,4.65,0.1975,0.1183,0.0357,1.45,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9485,E5vx6NJP
w77_e,A10ExKrd,2.59,1.9,4.49,0.2195,0.1181,0.0317,1.96,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))",0.9491,E5vx6NJP
w1_s8_rev3,blRjrZoq,2.38,2.12,4.5,0.1124,0.0991,0.0433,2.14,C,,EXCELLENT,TOP3000,SUBINDUSTRY,20,0.08,1,N,"group_rank(-ts_delta(close, 3), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.9492,0mRwgR6k
w5_s8_ind,zqYk25AG,2.47,2.25,4.72,0.115,0.1034,0.0499,2.55,C,,EXCELLENT,TOP3000,INDUSTRY,20,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.9501,0mRwgR6k
w77_b,LL93MEbe,2.4,1.74,4.14,0.2086,0.1093,0.0325,1.96,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9503,E5vx6NJP
w108_a,npKGg92d,2.68,1.41,4.09,0.4159,0.1149,0.0436,3.02,C,,AVERAGE,TOP3000,SUBINDUSTRY,1,0.08,1,N,"group_rank(fnd6_xintopt/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1""))",0.9505,npKGgKLw
w48_c,pwPxlG7j,2.55,2.48,5.03,0.1286,0.1213,0.0302,2.76,B,,GOOD,TOP3000,SUBINDUSTRY,20,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9514,rK59235m
w35_n,WjPLXObd,2.58,1.95,4.53,0.1991,0.1139,0.0355,2.5,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9516,9qVEA1ZV
w95_f,rK5wnZ6E,3.18,2.38,5.56,0.2681,0.1498,0.0345,3.38,A,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 60), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 30), subindustry) + group_rank(-ts_delta(close, 15), subindustry) + rank(volume/ts_mean(volume, 200))",0.9518,e79PvPpE
w94_f,QP3Aom95,2.98,2.62,5.6,0.1808,0.1398,0.037,2.86,A,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 1.0*group_rank(ts_av_diff(cash/assets, 60), subindustry) + 1.0*group_rank(ts_av_diff(cashflow_op/enterprise_value, 30), subindustry) + 1.0*group_rank(-ts_delta(close, 15), subindustry) + 1.0*rank(volume/ts_mean(volume, 200))",0.9549,e79PvPpE
w96_e,1YxAYVvK,3.22,2.01,5.23,0.4113,0.1606,0.0374,3.18,B,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-common_stock_repurchase_payment/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9561,0mR2K6lr
w56_h,le8EKVK8,3.06,2.41,5.47,0.2669,0.1654,0.0336,2.89,B,,GOOD,TOP3000,SUBINDUSTRY,5,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9565,mLgd6nwX
w77_c,rK58Rx8E,2.46,1.8,4.26,0.2092,0.1125,0.031,1.92,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9565,E5vx6NJP
w49_b,ZY0gKrlj,2.45,2.38,4.83,0.1221,0.1177,0.0394,3.08,C,,GOOD,TOP3000,SUBINDUSTRY,20,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 90), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9579,rK59235m
w51_g,blRJQeGm,2.46,2.21,4.67,0.1478,0.1195,0.0395,3.06,C,,GOOD,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 105), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9581,rK59235m
d2_d0_grev5_xo_vol,vRkjb0Vd,2.3,2.02,4.32,0.068,0.0968,0.0461,2.4,C,,GOOD,TOP3000,SUBINDUSTRY,40,0.08,0,N,"group_rank(-ts_delta(close, 5), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.9592,0mRwgR6k
z8_d4_xo_mix,wpYjPko6,2.44,2.35,4.79,0.1256,0.1166,0.032,2.09,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,0,N,"0.5*group_rank(ts_av_diff(cashflow_op/enterprise_value,60),subindustry) + 0.25*group_rank(ts_av_diff(cash/assets,30),subindustry) + 0.25*group_rank(fnd6_xopr/assets,subindustry)",0.9613,ZY07MXgd
w77_d,d5OvWMlx,2.47,1.81,4.28,0.2135,0.1146,0.0307,1.9,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.962,E5vx6NJP
j09_interact,om6NxxKb,2.32,1.99,4.31,0.1291,0.0948,0.0287,1.39,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(fnd6_xrent/assets, subindustry)",0.9625,XgWnklXa
u8_dec20,YP5789eR,2.46,2.19,4.65,0.1143,0.099,0.0423,2.3,C,,EXCELLENT,TOP3000,SUBINDUSTRY,20,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.9627,0mRwgR6k
w4_s8_t005,akL7QMQ1,2.46,2.19,4.65,0.1143,0.099,0.0423,2.3,C,,EXCELLENT,TOP3000,SUBINDUSTRY,20,0.05,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.9628,0mRwgR6k
w76_b,P0ZKMapL,2.49,1.83,4.32,0.2119,0.1142,0.0297,1.94,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9632,E5vx6NJP
w118_i,d5OM5QdJ,2.38,1.77,4.15,0.196,0.1082,0.0423,1.48,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))",0.968,kqVp6wnO
d4_d1_grev_xo_vol120,A10l5PKQ,2.29,1.96,4.25,0.0683,0.0914,0.0438,1.87,C,,GOOD,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 120))",0.9684,0mRwgR6k
w94_h,e79PWqMg,2.82,2.51,5.33,0.1797,0.1423,0.0385,2.16,B,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-actual_return_on_pension_plan_assets/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9696,e79PvPpE
w103_g,LL9YRO2e,3.55,1.77,5.32,0.6195,0.1544,0.0262,3.66,B,,AVERAGE,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_delta(scl12_sentiment, 22), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.97,0mR2K6lr
w102_e,qMWJnAQK,3.38,2.01,5.39,0.4621,0.163,0.0408,3.35,B,,GOOD,TOP3000,INDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9718,0mR2K6lr
w37_k,blRxJWpR,2.55,2.31,4.86,0.1103,0.1024,0.0352,1.86,C,,EXCELLENT,TOP3000,SUBINDUSTRY,20,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9718,LL98E87L
w100_j,j23KlL3o,2.93,2.1,5.03,0.2689,0.1379,0.0355,2.7,B,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"trade_when(returns < 0, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)",0.9725,e79PvPpE
w51_e,QP3OGAG5,2.72,2.52,5.24,0.1545,0.1321,0.0291,2.77,B,,GOOD,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 35), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9727,rK59235m
w57_a,E5vNRQpR,3.1,2.3,5.4,0.3084,0.1702,0.0322,3.0,B,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9737,mLgd6nwX
w57_d,npKmPQO3,3.1,2.3,5.4,0.3084,0.1702,0.0322,3.0,B,,GOOD,TOP3000,SUBINDUSTRY,4,0.06,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9737,mLgd6nwX
w100_h,e79Z8AkN,3.26,2.11,5.37,0.3591,0.1503,0.0354,3.05,B,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"trade_when(rank(abs(returns)) < 0.8, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)",0.9761,e79PvPpE
w95_d,d5O6PPXK,3.11,2.32,5.43,0.2813,0.1571,0.0398,2.89,B,,GOOD,TOP3000,INDUSTRY,2,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9763,e79PvPpE
w96_j,0mR2mjNp,3.28,2.08,5.36,0.4095,0.1645,0.035,3.19,B,,GOOD,TOP3000,INDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9779,0mR2K6lr
w36_a,N1Qe50Mp,2.37,2.14,4.51,0.113,0.1016,0.037,1.98,C,,EXCELLENT,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9782,9qVEA1ZV
w97_d,QP3pZlqr,3.32,2.08,5.4,0.4145,0.1633,0.0515,3.52,B,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, market) + group_rank(-annual_intangible_assets_net_carrying_value/assets, sector) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), sector) + group_rank(-ts_delta(close, 10), market) + rank(volume/ts_mean(volume, 120))",0.9798,0mR2K6lr
w121_h,j2375g8Z,2.39,1.69,4.08,0.2185,0.1094,0.0458,1.82,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=0))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))",0.9798,kqVp6wnO
w88_f,xAYE3mjg,2.22,1.89,4.11,0.1295,0.0943,0.0408,1.38,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(authorized_stock_repurchase_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))",0.98,6Xr2eQaJ
w50_d,P0ZxGdYK,2.58,2.57,5.15,0.12,0.1243,0.0322,2.9,B,,GOOD,TOP3000,SUBINDUSTRY,22,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9815,rK59235m
w50_g,xAYVNz8N,2.56,2.5,5.06,0.1306,0.1243,0.0356,3.0,B,,GOOD,TOP3000,SUBINDUSTRY,18,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 75), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9817,rK59235m
a2_o4_d40,2rOleE3x,2.23,1.86,4.09,0.0609,0.0866,0.0425,1.96,C,,GOOD,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 90))",0.9822,0mRwgR6k
w3_s8_d25,3q9lk3vP,2.41,2.11,4.52,0.0971,0.0955,0.042,2.29,C,,EXCELLENT,TOP3000,SUBINDUSTRY,25,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.9824,0mRwgR6k
w97_j,mLgWpLQx,3.42,2.14,5.56,0.417,0.1638,0.0299,3.23,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(ts_delta(authorized_stock_buyback_amount/assets, 66), subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9827,0mR2K6lr
w100_b,A108qgaY,3.3,2.17,5.47,0.3486,0.151,0.0321,3.36,B,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"trade_when(abs(ts_zscore(close, 20)) > 0.5, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)",0.9837,0mR2K6lr
w51_f,58Qrp1q5,2.59,2.38,4.97,0.1502,0.1271,0.0355,3.09,C,,GOOD,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 55), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.984,rK59235m
w50_e,0mRxpoEK,2.63,2.56,5.19,0.1339,0.127,0.0328,2.79,B,,GOOD,TOP3000,SUBINDUSTRY,18,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 40), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9844,rK59235m
w101_e,P0ZmX82J,3.51,2.05,5.56,0.4658,0.1589,0.0402,3.71,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9845,0mR2K6lr
w102_g,58QdLeKM,3.51,2.05,5.56,0.4658,0.1589,0.0402,3.71,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.05,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9845,0mR2K6lr
w102_b,KPOMXQWE,3.51,2.04,5.55,0.4718,0.1589,0.0402,3.75,A,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9845,0mR2K6lr
w102_c,QP3pnmO5,3.51,2.05,5.56,0.4659,0.1589,0.0402,3.72,A,,GOOD,TOP3000,SUBINDUSTRY,0,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.9846,0mR2K6lr
w50_f,Vk6ZGw35,2.54,2.46,5.0,0.1317,0.1235,0.0339,2.94,B,,GOOD,TOP3000,SUBINDUSTRY,18,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 50), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.9852,rK59235m
w51_h,LL9EG0bL,2.61,2.48,5.09,0.1475,0.1335,0.034,2.84,B,,GOOD,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 4), subindustry) + rank(volume/ts_mean(volume, 60))",0.9855,rK59235m
l08_k04_ind,58QlnjpM,2.27,2.01,4.28,0.1485,0.1165,0.0608,2.14,C,,EXCELLENT,TOP3000,INDUSTRY,8,0.08,1,N,"group_rank(fnd6_mfma2_revt/assets, subindustry) + group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + rank(-ts_delta(close, 2))",0.9862,YP57jVzo
